SOURCE,SOURCE_BRO,TARGET,TARGET_BRO,MODE,EPOCHS,ITER,SIZE,seconds,sourcecpu,sourcemem,targetcpu,targetmem
10.0.0.11,True,10.0.0.21,True,par,100,100,5,38.9,12.364035087719298,53381.05263157895,11.595294117647061,50906.666666666664
10.0.0.11,True,10.0.0.22,True,par,100,100,5,32.84,12.364035087719298,53381.05263157895,10.834693877551022,51110.5306122449
10.0.0.11,True,10.0.0.23,True,par,100,100,5,35.54,12.364035087719298,53381.05263157895,15.733191489361703,49891.574468085106
10.0.0.11,True,10.0.0.24,True,par,100,100,5,38.47,12.364035087719298,53381.05263157895,9.74377777777778,52933.42222222222
10.0.0.12,True,10.0.0.21,True,par,100,100,5,45.12,14.81282608695652,48832.52173913043,11.595294117647061,50906.666666666664
10.0.0.12,True,10.0.0.22,True,par,100,100,5,43.32,14.81282608695652,48832.52173913043,10.834693877551022,51110.5306122449
10.0.0.12,True,10.0.0.23,True,par,100,100,5,44.98,14.81282608695652,48832.52173913043,15.733191489361703,49891.574468085106
10.0.0.12,True,10.0.0.24,True,par,100,100,5,45.27,14.81282608695652,48832.52173913043,9.74377777777778,52933.42222222222
10.0.0.13,True,10.0.0.21,True,par,100,100,5,38.89,13.0548275862069,55619.44827586207,11.595294117647061,50906.666666666664
10.0.0.13,True,10.0.0.22,True,par,100,100,5,62.83,13.0548275862069,55619.44827586207,10.834693877551022,51110.5306122449
10.0.0.13,True,10.0.0.23,True,par,100,100,5,44.31,13.0548275862069,55619.44827586207,15.733191489361703,49891.574468085106
10.0.0.13,True,10.0.0.24,True,par,100,100,5,32.31,13.0548275862069,55619.44827586207,9.74377777777778,52933.42222222222
10.0.0.14,True,10.0.0.21,True,par,100,100,5,37.77,8.020172413793107,54966.34482758621,11.595294117647061,50906.666666666664
10.0.0.14,True,10.0.0.22,True,par,100,100,5,39.24,8.020172413793107,54966.34482758621,10.834693877551022,51110.5306122449
10.0.0.14,True,10.0.0.23,True,par,100,100,5,11.01,8.020172413793107,54966.34482758621,15.733191489361703,49891.574468085106
10.0.0.14,True,10.0.0.24,True,par,100,100,5,36.65,8.020172413793107,54966.34482758621,9.74377777777778,52933.42222222222
10.0.0.31,True,10.0.0.21,True,par,100,100,5,34.62,15.525000000000004,53360.36363636364,11.595294117647061,50906.666666666664
10.0.0.31,True,10.0.0.22,True,par,100,100,5,35.53,15.525000000000004,53360.36363636364,10.834693877551022,51110.5306122449
10.0.0.31,True,10.0.0.23,True,par,100,100,5,30.99,15.525000000000004,53360.36363636364,15.733191489361703,49891.574468085106
