SOURCE,SOURCE_BRO,TARGET,TARGET_BRO,MODE,EPOCHS,ITER,SIZE,seconds,sourcecpu,sourcemem,targetcpu,targetmem
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.53,14.222052401746748,49968.786026200876,14.013618012422366,47219.42857142857
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.36,14.24368267831152,51220.0,13.753074534161465,48623.73291925466
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.41,14.121644832605549,51236.4192139738,13.651102484472021,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.22,13.813915574963604,51326.92285298399,13.605869565217372,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.19,13.882463556851318,51488.0,13.67644409937887,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.29,13.818951965065498,51488.0,13.642919254658358,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.44,13.816433770014571,51488.0,13.677670807453396,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.46,13.80609898107716,51488.0,13.650496894409912,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.44,13.833740902474517,51488.0,13.654891304347808,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.34,13.81873362445414,51488.0,13.661925465838484,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.29,13.798820960698686,51488.0,13.646335403726683,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.16,13.817612809315866,51488.0,13.631164596273269,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.31,13.825356622998532,51675.528384279474,13.651552795031034,48632.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.17,13.819505094614273,51752.0,13.676428571428545,48686.782608695656
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.23,13.848515283842795,51752.0,13.660822981366433,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.34,13.825531295487618,51752.0,13.641009316770166,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.27,13.80982507288629,51752.0,13.687795031055881,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.24,13.79874818049491,51752.0,13.656568322981343,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.33,13.851819505094621,51752.0,13.644751552795016,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,811.94,13.845102040816322,51752.0,13.659689440993757,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.02,13.866622998544395,51752.0,13.688385093167673,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.06,13.81018922852984,51752.0,13.648012422360228,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.2,13.818136826783107,51752.0,13.673788819875753,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,811.78,13.797201166180749,51752.0,13.698493788819857,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.31,13.85144104803493,51752.0,13.673152173913001,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.68,13.858631732168849,51752.0,13.665667701863333,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,813.1,13.846812227074228,51752.0,13.673742236024818,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.25,13.820203784570598,51752.0,13.66588509316767,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.34,13.870771470160113,51752.0,13.644270186335383,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.24,13.759985422740531,51752.0,13.629223602484446,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.32,13.838398835516742,51752.0,13.658462732919233,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.16,13.842857142857136,51752.0,13.648493788819861,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.17,13.878586005830922,51752.0,13.634440993788797,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.14,13.83745269286755,51752.0,13.636894409937874,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.14,13.805007278020375,51752.0,13.665139751552765,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.46,13.81248908296942,51752.0,13.630093167701837,48872.0
10.0.0.1,True,10.0.0.2,True,seq,100,9000,6,812.34,13.830553129548774,51752.0,13.640232919254638,48872.0
